URL,关闭时间,创建时间,创建者,序号,更新时间,标签,标签数,标题,正文长度,正文预览,状态,类型,编号,获取时间,评论数,页码
https://github.com/microsoft/vscode/pull/290189,,2026-01-24T23:09:43Z,roblourens,11,2026-01-24T23:53:21Z,,0,Deleted 'related files' context attachment feature,99,"🚨 WAIT needs distro update, do that on a weekday so I'm not sitting around waiting for PRs to merge...",open,Issue,290189,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/290160,,2026-01-24T18:53:02Z,raman-kumar8,12,2026-01-25T07:04:21Z,,0,fix: persist agent harness selection across window reload,355,"Fixes #290157

The agent harness choice (Local, Background, Cloud, Claude) was resetting to 'Local...",open,Issue,290160,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/290148,,2026-01-24T16:48:44Z,amyssnippet,13,2026-01-26T10:09:31Z,,0,Update CommentRule.lineComment to support LineCommentConfig,675,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https:...",open,Issue,290148,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/290125,,2026-01-24T09:18:54Z,adnan-bhaldar,14,2026-01-24T10:12:32Z,triage-needed,1,style: update badges to use for-the-badge style with custom colors,635,"- Apply for-the-badge style for better visibility
- Add color coding: blue for features, red for bu...",open,Issue,290125,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/290111,,2026-01-24T07:11:20Z,terry-nederveld,15,2026-01-25T23:36:51Z,,0,feat(mcp): add MCPB bundle package installation support,2272,"## Summary

Implements full MCPB (MCP Bundle) package installation support for the MCP Gallery. MCPB...",open,Issue,290111,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/290101,,2026-01-24T06:13:55Z,shubham21155102,16,2026-01-25T07:50:24Z,,0,Fix: Scroll markdown preview to top when navigating to new document,1930,"Issue: Fixes microsoft/vscode#164071

Problem:
When clicking a relative link in a markdown previe...",open,Issue,290101,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/290067,,2026-01-24T00:58:56Z,Copilot,17,2026-01-24T01:02:24Z,,0,No implementation - awaiting requirements,1116,"No changes have been implemented. The problem statement provided only contains ""hello"" without speci...",open,Issue,290067,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/290046,,2026-01-23T23:29:25Z,dmitrivMS,18,2026-01-26T08:35:48Z,network,1,Retry network operations on recoverable server errors,547,"Server occasionally hits errors like this in sanity tests:
2026-01-23T22:23:36.3778003Z [2026-01-23...",open,Issue,290046,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/290036,,2026-01-23T22:25:14Z,hediet,19,2026-01-24T07:21:22Z,,0,Implements https://github.com/microsoft/vscode/issues/271133,60,Implements https://github.com/microsoft/vscode/issues/271133...,open,Issue,290036,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/290008,,2026-01-23T20:09:42Z,Copilot,20,2026-01-23T20:17:42Z,,0,No changes - awaiting problem statement,1023,"No changes have been made to the repository. The problem statement provided only contained ""hello"" w...",open,Issue,290008,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/290000,,2026-01-23T19:12:16Z,lszomoru,21,2026-01-24T15:47:58Z,,0,Chat - add metadata to `ChatSessionItem`,344,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://...",open,Issue,290000,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289993,,2026-01-23T18:51:28Z,eleanorjboyd,22,2026-01-23T22:08:04Z,bug,1,enhance model selection logic to use location based defaults and bring back session model section tracking,428,"The prioritization of model selection for inline is as follows:

User changed model this session →...",open,Issue,289993,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289985,,2026-01-23T18:18:32Z,deepak1556,23,2026-01-26T11:03:44Z,,0,chore: bump electron@39.3.0,212,"Refs https://releases.electronjs.org/release/compare/v39.2.7/v39.3.0

Fixes https://github.com/mic...",open,Issue,289985,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289981,,2026-01-23T17:59:50Z,cwebster-99,24,2026-01-23T18:13:00Z,,0,feat: enhance ChatModelsWidget with hover support for managed entitle…,84,Adding hover description for when Add Models is unavailable for business/enterprise ...,open,Issue,289981,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289979,,2026-01-23T17:49:51Z,ulugbekna,25,2026-01-25T20:43:00Z,,0,allow jumping to diagnostics without showing peek widget,632,"Usually, I would like to jump to the next error but I don't want the peek widget to show and immedia...",open,Issue,289979,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289977,,2026-01-23T17:37:48Z,Copilot,26,2026-01-26T12:07:25Z,,0,Add debug logging for file dialog default path selection,4391,Users report `files.dialog.defaultPath` setting not taking effect but the cause is unclear. The sett...,open,Issue,289977,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289975,,2026-01-23T17:34:45Z,mrleemurray,27,2026-01-23T18:04:47Z,,0,Update checkbox border colors and enhance editor widget backgrounds for better visibility,168,Improve visibility of checkboxes and editor widgets by updating border colors and background transpa...,open,Issue,289975,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289946,,2026-01-23T16:01:06Z,yavanosta,28,2026-01-23T18:57:42Z,,0,Make appearedInsideViewport in InlineCompletionsModel reactive (#289944),411,"Makes _appearedInsideViewport reactive.

Fixed #289944

<!-- Thank you for submitting a Pull Req...",open,Issue,289946,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289909,,2026-01-23T13:32:12Z,aiday-mar,29,2026-01-23T14:16:06Z,,0,fixing flickering when deleting a line,344,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://...",open,Issue,289909,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289866,,2026-01-23T10:17:44Z,Himanshu25kapure,30,2026-01-23T11:09:25Z,,0,chore: add npm version check to preinstall script,463,"### Summary
Adds an explicit npm version validation to the existing preinstall checks.

### Detai...",open,Issue,289866,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289865,,2026-01-23T10:17:24Z,jruales,31,2026-01-23T10:43:49Z,,0,"Simple browser: reenable layout() calls, but with debounce",0,,open,Issue,289865,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289779,,2026-01-22T23:00:12Z,Copilot,32,2026-01-22T23:22:05Z,,0,Fix chat session loss on workspace ID change,3768,"## Description

Chat sessions are stored at `{workspaceStorageHome}/{workspaceId}/chatSessions/`. Wh...",open,Issue,289779,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289757,,2026-01-22T21:55:50Z,Copilot,33,2026-01-22T21:59:54Z,,0,Reduce left padding in chat viewpane agent sessions UI from 20px to 8px,1464,Reduces left padding from 20px to 8px for agent sessions UI elements in the chat viewpane to create ...,open,Issue,289757,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289755,,2026-01-22T21:50:39Z,Copilot,34,2026-01-22T21:55:27Z,,0,Remove padding-left from workbench part title labels,1226,"Removes the 12px left padding from `.monaco-workbench .part > .title > .title-label` in `part.css`.
...",open,Issue,289755,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289732,,2026-01-22T20:04:11Z,Copilot,35,2026-01-22T20:25:22Z,,0,Register command for code review invocation,2312,"## Description

Adds `workbench.action.chat.runCodeReview` command to directly invoke code review fu...",open,Issue,289732,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289723,,2026-01-22T19:12:52Z,Copilot,36,2026-01-23T16:05:56Z,,0,Add garbage collection for unused content-addressed askpass directories,3151,Content-addressed askpass directories accumulate in user storage as VS Code updates or script conten...,open,Issue,289723,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289687,,2026-01-22T17:03:33Z,bodhisilberling,37,2026-01-23T04:39:32Z,,0,Fix spelling mistakes in comments and code,516,"- Fix 'seperate' -> 'separate' in extHostTypes.ts
- Fix 'nonExistant' -> 'nonExistent' in searchVie...",open,Issue,289687,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289655,,2026-01-22T14:35:14Z,Copilot,38,2026-01-26T11:46:04Z,,0,Support model as string[] in custom agent definitions,3396,Custom agents can now specify a prioritized list of models instead of just a single model. When mult...,open,Issue,289655,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289634,,2026-01-22T12:10:29Z,aiday-mar,39,2026-01-23T11:18:03Z,,0,Adding lineHeightsAdded array to onLinesInserted,55,fixes https://github.com/microsoft/vscode/issues/285900...,open,Issue,289634,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289605,,2026-01-22T09:36:35Z,a-stewart,40,2026-01-22T10:14:48Z,triage-needed,1,Fix the TextModel interface to match the implementation wrt applyEdits,371,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https:...",open,Issue,289605,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289545,,2026-01-22T01:23:49Z,Copilot,41,2026-01-24T23:22:25Z,,0,Add Chat Processing Tips Service with rotating tips during request processing,6822,Adds rotating tips to the chat input placeholder while requests are processed. Tips are mode-specifi...,open,Issue,289545,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289532,,2026-01-22T00:11:40Z,Copilot,42,2026-01-22T01:19:22Z,,0,Make subagents collapse by default with live tool status like thinking parts,2902,"Subagents now render collapsed by default showing the currently executing tool status, matching the ...",open,Issue,289532,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289494,,2026-01-21T21:29:03Z,MichaelBraun1994,43,2026-01-22T09:54:00Z,,0,Add environment variable resolving with fallback.,20,"Implements #92854 
...",open,Issue,289494,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289493,,2026-01-21T21:28:44Z,codetheorist,44,2026-01-22T14:22:07Z,,0,feat: add `hoverForeground` and `hoverBackground` colors to activity …,1759,"## Summary
This PR adds new color customization tokens for the activity bar hover state, allowing t...",open,Issue,289493,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289482,,2026-01-21T20:31:06Z,meganrogge,45,2026-01-21T21:02:58Z,,0,"add inline actions support, adopt for hide from model picker",85,"
https://github.com/user-attachments/assets/46f97d3d-1ba8-48ca-9daf-ae18e61c06d4

...",open,Issue,289482,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289481,,2026-01-21T20:29:19Z,wajdiJomaa,46,2026-01-22T12:34:14Z,,0,feat: Xonsh shell integration add support for 'run recent command' with Xonsh,809,"As suggested in #284044 https://github.com/microsoft/vscode/pull/284044#issuecomment-3728953635:

...",open,Issue,289481,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289457,,2026-01-21T18:33:46Z,hkleungai,47,2026-01-26T10:09:05Z,,0,vscode-dts: Add LineCommentConfig interface & update lineComment,434,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://...",open,Issue,289457,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289447,,2026-01-21T17:56:22Z,bodhisilberling,48,2026-01-21T18:23:07Z,,0,Contribution/fix implicit activation,351,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https:...",open,Issue,289447,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289334,,2026-01-21T09:37:18Z,Copilot,49,2026-01-21T09:45:22Z,,0,Add console.log on workbench startup,1468,"Adds `console.log('Hello Code')` to the workbench initialization path.

## Changes

- Added console ...",open,Issue,289334,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289332,,2026-01-21T09:34:06Z,Copilot,50,2026-01-21T09:49:08Z,,0,"Fix ""+ New Chat Session"" from in-progress cloud agent session",2382,"Clicking ""+ New Chat Session"" from the agent target dropdown during an in-progress cloud agent sessi...",open,Issue,289332,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289324,,2026-01-21T08:38:51Z,prathamanvekar,51,2026-01-21T09:37:09Z,,0,fix: prevent duplicate disable action when extension is disabled globally,1150,"Fixes #244138

**Description**
The ""Disable"" button was incorrectly appearing in the extension dr...",open,Issue,289324,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289278,,2026-01-21T01:08:42Z,Copilot,52,2026-01-21T02:36:46Z,,0,Skip failing browser tests in agentSessionViewModel,1781,macOS/Browser workflow failing on 5 tests in `agentSessionViewModel.test.ts`. Two fail with `undefin...,open,Issue,289278,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289277,,2026-01-21T01:03:19Z,Copilot,53,2026-01-21T01:17:23Z,,0,Remove cyclic dependency on IAgentSessionsService in chat input part,4182,"## Problem

`chatInputPart.ts` depends on `agentSessionsService.model` to retrieve session file chan...",open,Issue,289277,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289265,,2026-01-21T00:04:47Z,Copilot,54,2026-01-21T00:20:32Z,,0,[WIP] Rebase agentquickchat experiments on agent-status-widget-updates,2649,"## Rebase AgentQuickChat Experiments on agent-status-widget-updates

### Completed:
- [x] Fetched an...",open,Issue,289265,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289262,,2026-01-20T23:55:54Z,pwang347,55,2026-01-21T00:48:11Z,,0,Add tool syntax suggestions for skills,351,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https:...",open,Issue,289262,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289256,,2026-01-20T23:36:40Z,Copilot,56,2026-01-21T00:09:32Z,,0,Fix undefined access in viewModelLines.ts getViewLineMinColumn,11383,Race condition causes `modelLineProjections` array to become out of sync with `projectedModelLineLin...,open,Issue,289256,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289252,,2026-01-20T23:30:03Z,osortega,57,2026-01-21T20:54:24Z,,0,Hiding local target exploration,344,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://...",open,Issue,289252,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289250,,2026-01-20T23:26:01Z,rebornix,58,2026-01-21T00:32:59Z,,0,Support multi window scenarios in vscode mcp server,351,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https:...",open,Issue,289250,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289205,,2026-01-20T20:22:27Z,kycutler,59,2026-01-20T20:32:46Z,,0,Handle opening external URLs from integrated browser,14,Closes #289170...,open,Issue,289205,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289197,,2026-01-20T19:54:18Z,mjbvz,60,2026-01-21T21:37:27Z,,0,Remove workaround for bad session ids,366,"For #274403

<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidel...",open,Issue,289197,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289177,,2026-01-20T19:02:11Z,a-stewart,61,2026-01-22T13:15:19Z,triage-needed,1,[draft] More comprehensive source edit tracking from format document,118,This is a draft PR - not yet ready for review - looking into creating more source edit tracking arou...,open,Issue,289177,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289173,,2026-01-20T18:25:00Z,a-stewart,62,2026-01-24T12:15:36Z,triage-needed,1,Add Source Edit Tracking for bulk edit,343,"Currently there is no edit tracking for bulk edits.

`IBulkEditService` accepts a reason as part o...",open,Issue,289173,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289172,,2026-01-20T18:23:13Z,dileepyavan,63,2026-01-24T17:59:36Z,,0,Adding commandLineRewriter to wrap commands with sandboxing args in sandboxed mode.,351,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https:...",open,Issue,289172,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289163,,2026-01-20T17:52:32Z,murataslan1,64,2026-01-20T18:14:47Z,,0,fix: add engines property to root package.json,638,"Add engines property to specify the required Node.js and npm versions:
- node: >=22.21.1 (matches ....",open,Issue,289163,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289126,,2026-01-20T15:17:40Z,Copilot,65,2026-01-20T15:24:26Z,,0,Metered network connections support,2980,Implements comprehensive metered connection detection and handling to reduce data usage on limited c...,open,Issue,289126,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289122,,2026-01-20T15:01:04Z,Copilot,66,2026-01-20T15:15:41Z,,0,"Support 0 for immediate auto-accept in chat.editing.autoAcceptDelay, disable with -1",1440,"## Description

The `chat.editing.autoAcceptDelay` setting now treats `0` as immediate auto-accept r...",open,Issue,289122,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289023,,2026-01-20T06:17:31Z,bodhisilberling,67,2026-01-22T13:37:46Z,,0,Add engines property to package.json,577,"Add engines field specifying Node.js >=22.21.1 requirement based on .nvmrc file.

This helps npm a...",open,Issue,289023,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/289018,,2026-01-20T05:51:24Z,saikrishna488,68,2026-01-20T14:44:15Z,,0,Add engines field to package.json,544,Adds engines property specifying required Node.js (>=18.17.0) and npm (>=8.6.0) versions for VS Code...,open,Issue,289018,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/288968,,2026-01-19T19:12:36Z,BenTimor,69,2026-01-20T22:17:05Z,,0,Supporting named regex groups in find and replace.,205,"Although [this issue](https://github.com/microsoft/vscode/issues/127657) is an old and closed one, I...",open,Issue,288968,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/288953,,2026-01-19T18:01:07Z,a-stewart,70,2026-01-22T13:27:21Z,triage-needed,1,Include providerId in formatEditsCommand Source Tracking,210,"Currently when a `formatEditsCommand` reason is used, there is no providerId associated with it, eve...",open,Issue,288953,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/288934,,2026-01-19T16:51:52Z,a-stewart,71,2026-01-22T13:25:03Z,triage-needed,1,Fix bug where a format document command results in an unknown detailed reason,499,"If you run Format Document on a file with a formatter provided by an extension, the detailed reason ...",open,Issue,288934,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/288925,,2026-01-19T16:08:53Z,Copilot,72,2026-01-20T10:13:35Z,,0,Reduce border-radius for hovers with pointers,2766,"Hovers aligned to elements (editor code, terminal links) displayed with 5px border-radius, creating ...",open,Issue,288925,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/288919,,2026-01-19T15:44:26Z,dmitrivMS,73,2026-01-24T21:59:22Z,install-update,1,Metered network connections support,1174,"Fixes #103451

Includes public API, user setting, status bar icon and a new service to support met...",open,Issue,288919,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/288900,,2026-01-19T14:08:02Z,ulugbekna,74,2026-01-21T15:00:40Z,,0,make status bar in debugging mode to look less error-like,359,"fixes https://github.com/microsoft/vscode/issues/175694

<img width=""6720"" height=""2836"" alt=""Clea...",open,Issue,288900,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/288895,,2026-01-19T13:45:40Z,ulugbekna,75,2026-01-20T10:13:34Z,,0,chat: make inline code block bg brighter,344,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https://...",open,Issue,288895,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/288880,,2026-01-19T12:28:43Z,alessandrodd,76,2026-01-20T10:13:34Z,,0,feat(server): add remote storage persistence for VS Code Web,984,"Fixes #288878

Add --enable-remote-storage CLI option to persist browser storage (settings, state,...",open,Issue,288880,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/288817,,2026-01-19T08:11:00Z,Milad93R,77,2026-01-20T10:13:34Z,,0,Fix: Transform to Snake Case now handles kebab-case input,932,"## Summary
- Added `hyphenBoundary` regex pattern to `SnakeCaseAction` to handle kebab-case input
- ...",open,Issue,288817,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/288813,,2026-01-19T06:56:08Z,nigeldias-okta,78,2026-01-20T10:13:34Z,,0,Fix Inline Style CSP Error,1189,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https:...",open,Issue,288813,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/288667,,2026-01-18T00:41:21Z,SamaelxLunafreya,79,2026-01-20T10:13:34Z,,0,README.md,1719,"🛡️ PROmykGEMini - EXCLUSIVE PROPRIETARY LICENSE
Copyright (c) 2026 Krzysztof Lunafreya Gemini Oryia...",open,Issue,288667,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/288651,,2026-01-17T21:13:40Z,chetanr-25,80,2026-01-21T07:16:15Z,,0,Improve type safety for dynamic stylesheet rules,159,"This PR improves type safety when accessing dynamic stylesheet rules
by ensuring a consistent CSSRu...",open,Issue,288651,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/288616,,2026-01-17T14:55:27Z,ynss,81,2026-01-20T10:13:35Z,,0,Git: Use stash hash instead of index for editor identity,2150,"## Problem
View stash relies on stash index, but if a new stash is created while the last one is sh...",open,Issue,288616,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/288597,,2026-01-17T12:41:49Z,bpasero,82,2026-01-20T10:13:35Z,,0,⛔ Support maximizing the panel when justified (fix #271356),322,"An opus production.

**Bugs:**
- [ ] when panel is maximized you cannot click the close icon to c...",open,Issue,288597,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/288548,,2026-01-17T05:49:55Z,JTCombs95-commits,83,2026-01-17T06:14:25Z,triage-needed,1,Microsoft contributor licensing ,351,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https:...",open,Issue,288548,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/288540,,2026-01-17T03:46:03Z,JTCombs95-commits,84,2026-01-20T10:13:35Z,,0,JTCombs95-commits,351,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https:...",open,Issue,288540,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/288524,,2026-01-17T00:57:16Z,pwang347,85,2026-01-20T10:13:35Z,,0,Agents should always read entire SKILL.md,351,"<!-- Thank you for submitting a Pull Request. Please:
* Read our Pull Request guidelines:
  https:...",open,Issue,288524,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/288518,,2026-01-17T00:26:34Z,sbatten,86,2026-01-20T10:13:35Z,,0,Alt fix,27,"Alternate fix for #288500
...",open,Issue,288518,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/288498,,2026-01-16T22:15:46Z,Copilot,87,2026-01-20T10:13:35Z,,0,Fix context menu Enter key triggering rename action after menu closes,3654,"## Description

On macOS, selecting a context menu item with Enter key causes the focused element to...",open,Issue,288498,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/288475,,2026-01-16T20:23:03Z,Copilot,88,2026-01-20T19:09:10Z,,0,Hide slash commands from chatSessions participants in global chat menu,3055,"Slash commands from `chatSessions` contributed chat participants (e.g., `@claude`) were appearing in...",open,Issue,288475,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/288442,,2026-01-16T18:47:38Z,Copilot,89,2026-01-20T10:13:35Z,,0,Guide AI models to use timeout parameter instead of timeout command,2243,The run in terminal tool receives requests like `timeout 30 some-command` from AI models. This doesn...,open,Issue,288442,2026-01-26T20:07:51.164906,0,1
https://github.com/microsoft/vscode/pull/288415,,2026-01-16T16:49:35Z,dmitrivMS,90,2026-01-24T21:59:38Z,"vscode-build, macos, engineering",3,Sign macOS binaries,13,Fixes #287005...,open,Issue,288415,2026-01-26T20:07:51.164906,0,1
