URL,关闭时间,创建时间,创建者,序号,更新时间,标签,标签数,标题,正文长度,正文预览,状态,类型,编号,获取时间,评论数,页码
https://github.com/microsoft/vscode/issues/292740,,2026-02-04T00:40:17Z,bryanchen-d,11,2026-02-04T00:42:07Z,,0,Diffing display text wraps inconsistently,3708,"
Type: <b>Bug</b>

As shown in the screenshot, it is a change in the same line, but the new code is ...",open,Issue,292740,2026-02-04T11:32:45.557470,1,1
https://github.com/microsoft/vscode/issues/292738,,2026-02-04T00:14:04Z,LightSmaller,12,2026-02-04T02:40:55Z,"~chat-request-failed, ai-translated",2,问问题后，不能回答，一直反馈：很抱歉，你的请求已失败，请重试,3835,"
Type: <b>Performance Issue</b>

很抱歉，你的请求已失败。请重试。请求 ID: e4aa65e5-20a1-41ca-bdd0-a4731c93962f
原因: Req...",open,Issue,292738,2026-02-04T11:32:45.557481,3,1
https://github.com/microsoft/vscode/issues/292737,,2026-02-04T00:13:03Z,mauicode26,13,2026-02-04T00:16:41Z,"~info-needed, triage-needed",2,Infinite loop of faulty response,2031,"
Type: <b>Bug</b>

Grok Code Fast 1 responded with a rapid fire faulty response that never ended

Ex...",open,Issue,292737,2026-02-04T11:32:45.557490,1,1
https://github.com/microsoft/vscode/issues/292736,,2026-02-04T00:00:03Z,rwoll,14,2026-02-04T00:01:05Z,,0,[terminal] chat.tools.terminal.autoReplyToPrompts flakes on case sensitivity of the presented options,1440,`chat.tools.terminal.autoReplyToPrompts` does not work if the there's case differences in some scena...,open,Issue,292736,2026-02-04T11:32:45.557499,0,1
https://github.com/microsoft/vscode/issues/292735,,2026-02-03T23:52:11Z,azunjurwad,15,2026-02-03T23:53:02Z,"~info-needed, triage-needed",2,Crash multiple time using Claude Code,2297,"
Type: <b>Bug</b>

Crash multiple time using Claude Code

VS Code version: Code 1.107.0 (618725e6756...",open,Issue,292735,2026-02-04T11:32:45.557508,0,1
https://github.com/microsoft/vscode/issues/292734,,2026-02-03T23:51:08Z,rzhao271,16,2026-02-03T23:51:08Z,,0,Copilot Chat RC is not compatible with the Stable RC,499,"Version: 1.109.0 (system setup)
Commit: f07c55879d2979aa0006d9cb681ca25bb7248dec
Date: 2026-02-03T16...",open,Issue,292734,2026-02-04T11:32:45.557515,0,1
https://github.com/microsoft/vscode/issues/292733,,2026-02-03T23:49:14Z,digitarald,17,2026-02-03T23:49:14Z,,0,Agent: Reading a `vscode-chat-response-resource` is treated as external file and glitches confirmation,488,"<img width=""502"" height=""123"" alt=""Image"" src=""https://github.com/user-attachments/assets/ce5f1708-f...",open,Issue,292733,2026-02-04T11:32:45.557522,0,1
https://github.com/microsoft/vscode/issues/292731,,2026-02-03T23:32:55Z,EdmundNegan,18,2026-02-04T00:44:09Z,triage-needed,1,VS code keeps playing annoying sound whenever an autocomplete suggestion is made,3505,"
Type: <b>Bug</b>

As described in title. Please remove the sound, I hate it

VS Code version: Code ...",open,Issue,292731,2026-02-04T11:32:45.557537,0,1
https://github.com/microsoft/vscode/issues/292730,,2026-02-03T23:27:22Z,mmercado-rgb,19,2026-02-03T23:28:34Z,"~info-needed, triage-needed",2,it did not do anything just the random raw data,2101,"
Type: <b>Bug</b>

its internal reasoning not good at all. 


Extension version: 0.36.2
VS Code vers...",open,Issue,292730,2026-02-04T11:32:45.557545,0,1
https://github.com/microsoft/vscode/issues/292716,,2026-02-03T23:12:03Z,yllbaliust-crypto,20,2026-02-04T01:32:07Z,,0,I HAVE 300MBPS INTERNET CONECTION AND I GET NETWORG ERRORR,2328,"
Type: <b>Bug</b>

I HAVE 300MBPS INTERNET CONECTION AND I GET NETWORG ERRORR 
Sorry, there was a ne...",open,Issue,292716,2026-02-04T11:32:45.557554,1,1
https://github.com/microsoft/vscode/issues/292715,,2026-02-03T23:11:10Z,msftrncs,21,2026-02-04T00:44:12Z,,0,Window renders offset from frame occasionally when starting VS Code with multiple windows,3017,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: ht...",open,Issue,292715,2026-02-04T11:32:45.557566,0,1
https://github.com/microsoft/vscode/issues/292708,,2026-02-03T22:58:59Z,davidmcguiredesign,22,2026-02-04T00:44:14Z,,0,inaccessible Source Control Graph View branch colors,2895,"
Type: <b>Bug</b>

If a light theme with a relatively dark panel background (like kendama1980.graygr...",open,Issue,292708,2026-02-04T11:32:45.557574,1,1
https://github.com/microsoft/vscode/issues/292707,,2026-02-03T22:57:28Z,meganrogge,23,2026-02-03T22:58:25Z,"feature-request, accessibility, chat",3,Provide OS notification when chat asks questions and accessibility signal,268,We should reuse `chat.notifyWindowOnConfirmation` and `accessibility.signals.chatUserActionRequired`...,open,Issue,292707,2026-02-04T11:32:45.557584,0,1
https://github.com/microsoft/vscode/issues/292702,,2026-02-03T22:39:40Z,bamurtaugh,24,2026-02-03T23:46:59Z,chat-cloud-agent,1,Steering / queued messages for CLI/Cloud agents,631,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduc...",open,Issue,292702,2026-02-04T11:32:45.557593,0,1
https://github.com/microsoft/vscode/issues/292700,,2026-02-03T22:32:55Z,burkeholland,25,2026-02-04T00:44:17Z,triage-needed,1,Popup when extension calls an MCP server,1059,"<!-- Please search existing issues to avoid creating duplicates -->
<!-- Please attach logs to help ...",open,Issue,292700,2026-02-04T11:32:45.557602,1,1
https://github.com/microsoft/vscode/issues/292690,,2026-02-03T22:19:43Z,ankurkanoria,26,2026-02-04T00:44:19Z,triage-needed,1,Notebook Outline view does not auto-update code cell symbols without manual refresh,3702,"
Type: <b>Bug</b>

### Type of Issue
Bug

### Description
When working in a Jupyter Notebook, the ""O...",open,Issue,292690,2026-02-04T11:32:45.557616,1,1
https://github.com/microsoft/vscode/issues/292689,,2026-02-03T22:19:29Z,333fred,27,2026-02-04T00:44:22Z,,0,Setting output channel default verbosity has issues with extension channels,2022,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: ht...",open,Issue,292689,2026-02-04T11:32:45.557626,0,1
https://github.com/microsoft/vscode/issues/292687,,2026-02-03T21:48:48Z,theReynald,28,2026-02-03T21:50:02Z,,0,Add a default keyboard shortcut to manually trigger inline suggestions,1319,"
Type: <b>Feature Request</b>

**Description:**
Inline suggestions are a powerful and frequently use...",open,Issue,292687,2026-02-04T11:32:45.557636,0,1
https://github.com/microsoft/vscode/issues/292686,,2026-02-03T21:43:05Z,ransin25,29,2026-02-03T21:44:59Z,"info-needed, triage-needed",2,The COPILOT abruptly stops during work.,3081,"
Type: <b>Bug</b>

When I give a task to copilot (particularly claude agents), the coding agent abru...",open,Issue,292686,2026-02-04T11:32:45.557643,1,1
https://github.com/microsoft/vscode/issues/292682,,2026-02-03T21:33:51Z,theReynald,30,2026-02-03T21:35:26Z,,0,Inline suggestions do not re-trigger after pressing Escape until VS Code is restarted,4098,"
Type: <b>Bug</b>

# Description
After using inline suggestions, pressing Escape to dismiss them pre...",open,Issue,292682,2026-02-04T11:32:45.557653,0,1
https://github.com/microsoft/vscode/issues/292677,,2026-02-03T21:08:55Z,cwebster-99,31,2026-02-03T21:08:55Z,"feature-request, chat, plg",3,Extend upgrade status widget to paid skus,157,We shipped showing the prompt to upgrade above chat to Free users when they exhaust their quota. We ...,open,Issue,292677,2026-02-04T11:32:45.557664,0,1
https://github.com/microsoft/vscode/issues/292676,,2026-02-03T21:04:33Z,drylkr,32,2026-02-03T21:06:06Z,"info-needed, triage-needed",2,Server Error,2029,"
Type: <b>Bug</b>

I keep getting cancelled by server and it's eating up my usage.

Extension versio...",open,Issue,292676,2026-02-04T11:32:45.557673,1,1
https://github.com/microsoft/vscode/issues/292675,,2026-02-03T21:04:20Z,Ayfri,33,2026-02-03T21:05:23Z,,0,Just crashed oom after editing React files,2054,"
Type: <b>Bug</b>

I was just asking Copilot to edit the some files to add a small feature, it start...",open,Issue,292675,2026-02-04T11:32:45.557683,0,1
https://github.com/microsoft/vscode/issues/292673,,2026-02-03T20:57:36Z,martinnagel-adot,34,2026-02-03T22:01:42Z,,0,<Ctrl><Tab> behavior with multiple tab groups,2225,"
Type: <b>Bug</b>

Open multiple different files, pinned side-by-side (so, in two different tab grou...",open,Issue,292673,2026-02-04T11:32:45.557693,2,1
https://github.com/microsoft/vscode/issues/292670,,2026-02-03T20:30:24Z,nelanphil,35,2026-02-03T20:31:44Z,,0,Constant Reason: Request Failed: 400,2615,"
Type: <b>Bug</b>

Just drafted a plan for some refactoring and the constant spam of ""Try Again"" wit...",open,Issue,292670,2026-02-04T11:32:45.557704,0,1
https://github.com/microsoft/vscode/issues/292664,,2026-02-03T20:14:34Z,amunger,36,2026-02-03T20:14:34Z,,0,response content was incorrectly updated on next prompt,307,"The response looked fine with the code block shown correctly, then sending another prompt caused the...",open,Issue,292664,2026-02-04T11:32:45.557711,0,1
https://github.com/microsoft/vscode/issues/292659,,2026-02-03T19:58:26Z,KMOD01,37,2026-02-03T20:00:24Z,"info-needed, triage-needed",2,dying,2095,"
Type: <b>Bug</b>

it keeps dying every time it should answer

Extension version: 0.36.2
VS Code ver...",open,Issue,292659,2026-02-04T11:32:45.557721,1,1
https://github.com/microsoft/vscode/issues/292652,,2026-02-03T19:47:17Z,Adithyamanjunat,38,2026-02-03T19:48:17Z,,0,extension not working ,2359,"
Type: <b>Bug</b>

im always getting lanugage not found please help me to fix this

Extension versio...",open,Issue,292652,2026-02-04T11:32:45.557730,0,1
https://github.com/microsoft/vscode/issues/292648,,2026-02-03T19:45:26Z,ScotKinney,39,2026-02-03T19:46:43Z,,0,Constant request failed error.,2843,"
Type: <b>Bug</b>

I keep getting this message repeatedly. Almost impossible to work. 

Sorry, your ...",open,Issue,292648,2026-02-04T11:32:45.557738,0,1
https://github.com/microsoft/vscode/issues/292647,,2026-02-03T19:35:38Z,LeyoSkye,40,2026-02-03T19:37:10Z,"info-needed, triage-needed",2,Easy prompt gives error,1981,"
Type: <b>Bug</b>

Easy prompt gives error

Extension version: 0.36.2
VS Code version: Code 1.108.2 ...",open,Issue,292647,2026-02-04T11:32:45.557748,1,1
https://github.com/microsoft/vscode/issues/292644,,2026-02-03T19:25:43Z,GuillaumeSMedia,41,2026-02-03T23:02:20Z,,0,Copilot Chat extension host crashes when Claude session JSONL files are large (hundreds of MB) after size limit removal,2240,"**Description**
Copilot Chat’s Claude session loader reads and parses very large `.jsonl` files unde...",open,Issue,292644,2026-02-04T11:32:45.557759,1,1
https://github.com/microsoft/vscode/issues/292636,,2026-02-03T19:08:52Z,meganrogge,42,2026-02-03T19:10:44Z,testplan-item,1,[testplan-item] Improve quick input screen reader accessibility,1682,"Refs https://github.com/microsoft/vscode/issues/292353

- [ ] Windows 
- [ ] macOS 
- [ ] Linux 

Co...",open,Issue,292636,2026-02-04T11:32:45.557769,0,1
https://github.com/microsoft/vscode/issues/292634,,2026-02-03T19:05:50Z,edmund-trinh-tmo,43,2026-02-03T19:06:55Z,,0,Cannot send messages in Agent or Plan modes,6165,"
Type: <b>Bug</b>

Up until yesterday I was able to use Agent and Plan mode just fine. In the last 2...",open,Issue,292634,2026-02-04T11:32:45.557777,0,1
https://github.com/microsoft/vscode/issues/292633,,2026-02-03T19:05:49Z,amunger,44,2026-02-03T20:12:02Z,,0,prompt with code block is cut off if it contains a code block,1245,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: ht...",open,Issue,292633,2026-02-04T11:32:45.557784,0,1
https://github.com/microsoft/vscode/issues/292631,,2026-02-03T18:54:52Z,mohamedEmad23,45,2026-02-03T18:56:39Z,"info-needed, triage-needed",2,Copilot Stops Working Mid Task,5624,"
Type: <b>Performance Issue</b>

Occurs  often.  When a todo list is being completed by the model or...",open,Issue,292631,2026-02-04T11:32:45.557793,1,1
https://github.com/microsoft/vscode/issues/292630,,2026-02-03T18:46:47Z,fernandoaestrella,46,2026-02-03T19:52:38Z,info-needed,1,seems to report based on a cached version of the file,2323,"
Type: <b>Bug</b>

It said
""Looking at line 378 in"" etc
[inserted a different line than the one whic...",open,Issue,292630,2026-02-04T11:32:45.557801,1,1
https://github.com/microsoft/vscode/issues/292629,,2026-02-03T18:42:46Z,justschen,47,2026-02-03T20:02:21Z,"bug, important, chat",4,`cmd + backspace` on first request borks chat UI,867,"1. have 1 request in chat
2. focus on chat and that request and do `cmd + backspace`
3. note that it...",open,Issue,292629,2026-02-04T11:32:45.557810,3,1
https://github.com/microsoft/vscode/issues/292628,,2026-02-03T18:36:43Z,klypton-media,48,2026-02-03T18:38:37Z,"info-needed, triage-needed",2,"Keeps timing out ""Try again""",4771,"
Type: <b>Performance Issue</b>

Keeps timing out ""Try again""

Extension version: 0.36.2
VS Code ver...",open,Issue,292628,2026-02-04T11:32:45.557819,1,1
https://github.com/microsoft/vscode/issues/292621,,2026-02-03T18:05:35Z,shyNkindGuy,49,2026-02-03T18:06:26Z,,0,DONT REPLY ANY ANSWER,3206,"
Type: <b>Bug</b>

Sorry, your request failed. Please try again.

Copilot Request id: 43a3d528-5e95-...",open,Issue,292621,2026-02-04T11:32:45.557826,0,1
https://github.com/microsoft/vscode/issues/292620,,2026-02-03T18:04:15Z,unthinkmedia,50,2026-02-03T19:47:15Z,"ux, plg, browser-integration",3,Contextual Onboarding Nudges (Non-Sequential Tour),2459,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduc...",open,Issue,292620,2026-02-04T11:32:45.557835,2,1
https://github.com/microsoft/vscode/issues/292615,,2026-02-03T17:47:29Z,timveld,51,2026-02-03T21:39:28Z,"bug, accessibility",2,"Accessibility: unnecessary ""Checkbox For Step"" in accessible names of steps on the start page",1923,"
Type: <b>Bug</b>

### steps to reproduce 
Use a screen reader (e.g. NVDA), open vs code for the fir...",open,Issue,292615,2026-02-04T11:32:45.557844,0,1
https://github.com/microsoft/vscode/issues/292609,,2026-02-03T17:34:09Z,TedyHH,52,2026-02-03T17:36:02Z,"info-needed, triage-needed",2,Sampling MCP requests and user consent,1506,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: ht...",open,Issue,292609,2026-02-04T11:32:45.557854,1,1
https://github.com/microsoft/vscode/issues/292600,,2026-02-03T17:09:20Z,cwebster-99,53,2026-02-03T17:09:20Z,"feature-request, plg",2,Show nudge for copilot cli in terminal,235,"We show affordances in terminal for inline chat, we should experiment with nudging toward copilot cl...",open,Issue,292600,2026-02-04T11:32:45.557863,0,1
https://github.com/microsoft/vscode/issues/292599,,2026-02-03T17:05:59Z,jo-oikawa,54,2026-02-03T17:25:36Z,,0,Polish the Welcome Page for folks who've disabled AI Features,528,While fixed in https://github.com/microsoft/vscode/issues/290948 to revert back to the previous desi...,open,Issue,292599,2026-02-04T11:32:45.557870,1,1
https://github.com/microsoft/vscode/issues/292598,,2026-02-03T17:05:41Z,karthiknadig,55,2026-02-03T17:05:41Z,bug,1,Code snippets in chat should have go to location,244,"![Image](https://github.com/user-attachments/assets/cecb50c0-cb4f-469b-bf90-44f9bc69f616)

I don't g...",open,Issue,292598,2026-02-04T11:32:45.557878,0,1
https://github.com/microsoft/vscode/issues/292597,,2026-02-03T17:04:03Z,karthiknadig,56,2026-02-03T17:04:03Z,feature-request,1,Consider removing apply-in-editor,140,"![Image](https://github.com/user-attachments/assets/13418a6b-92ba-4740-9e65-1f5c364737f3)

This was ...",open,Issue,292597,2026-02-04T11:32:45.557887,0,1
https://github.com/microsoft/vscode/issues/292596,,2026-02-03T17:00:56Z,microsoftnorman,57,2026-02-03T17:02:57Z,"info-needed, triage-needed",2,AgentHQ Agents are missing,1973,"
Type: <b>Bug</b>

I'll give you a screenshot. 

VS Code version: Code - Insiders 1.109.0-insider (d...",open,Issue,292596,2026-02-04T11:32:45.557896,2,1
https://github.com/microsoft/vscode/issues/292595,,2026-02-03T16:51:07Z,accesswatch,58,2026-02-03T17:33:50Z,,0,"[Bug] Accessible View exposes internal AI implementation details (Thinking blocks, search metadata)",1411,"## Description
The Accessible View (Alt+F1) for Chat responses is exposing internal AI implementatio...",open,Issue,292595,2026-02-04T11:32:45.557904,2,1
https://github.com/microsoft/vscode/issues/292591,,2026-02-03T16:36:37Z,accesswatch,59,2026-02-03T16:37:35Z,,0,[Bug] Accessible View exposes internal AI thinking/tool metadata instead of showing chat content,2674,"## Summary

The Accessible View (Alt+F1) for chat responses is not accurately reflecting the visib...",open,Issue,292591,2026-02-04T11:32:45.557911,0,1
https://github.com/microsoft/vscode/issues/292589,,2026-02-03T16:28:29Z,prabhat-kumar-ts,60,2026-02-03T19:22:29Z,info-needed,1,vs code is crashing,2330,"
Type: <b>Bug</b>

vs code is crashing after sleep mode off in mac

VS Code version: Code 1.108.1 (U...",open,Issue,292589,2026-02-04T11:32:45.557920,3,1
https://github.com/microsoft/vscode/issues/292587,,2026-02-03T16:14:56Z,accesswatch,61,2026-02-03T17:37:16Z,"feature-request, accessibility",2,[Feature Request] User-Contributed Accessibility Help System,128,Enable users to contribute custom Alt+F1 accessibility help text via settings. See design/user-contr...,open,Issue,292587,2026-02-04T11:32:45.557928,3,1
https://github.com/microsoft/vscode/issues/292580,,2026-02-03T15:48:14Z,microsoftnorman,62,2026-02-03T23:17:18Z,~info-needed,1,Agent HQ Disappears,2070,"
Type: <b>Bug</b>

I createa  new session, but the agent's didn't show up. I started clicking keep a...",open,Issue,292580,2026-02-04T11:32:45.557936,0,1
https://github.com/microsoft/vscode/issues/292579,,2026-02-03T15:40:07Z,MominRaza,63,2026-02-03T15:42:57Z,,0,Prompt files recommendations are hidden behind agent sessions,828,"<!-- Please search existing issues to avoid creating duplicates -->
<!-- Please attach logs to help ...",open,Issue,292579,2026-02-04T11:32:45.557943,0,1
https://github.com/microsoft/vscode/issues/292578,,2026-02-03T15:30:15Z,accesswatch,64,2026-02-03T17:54:46Z,"feature-request, accessibility",2,Experimental: Double-Press Keybindings (single vs double-tap) (opt-in),3706,"# Experimental: Double-Press Keybindings (single vs double-tap) (opt-in)

## Executive summary
In...",open,Issue,292578,2026-02-04T11:32:45.557951,2,1
https://github.com/microsoft/vscode/issues/292577,,2026-02-03T15:29:50Z,accesswatch,65,2026-02-03T17:48:00Z,"feature-request, accessibility",2,Experimental: Keybinding Action Confirmation & ARIA Announcement System (opt-in),3437,"# Experimental: Keybinding Action Confirmation & ARIA Announcement System (opt-in)

## Executive s...",open,Issue,292577,2026-02-04T11:32:45.557959,3,1
https://github.com/microsoft/vscode/issues/292576,,2026-02-03T15:27:06Z,sunelpgr,66,2026-02-03T15:28:54Z,"info-needed, triage-needed",2,GPT5.2 infinite loop while executing the docker restart command in the terminal,2042,"
Type: <b>Bug</b>

why executing the docker command in infinite loop.

Extension version: 0.36.2
VS ...",open,Issue,292576,2026-02-04T11:32:45.557967,1,1
https://github.com/microsoft/vscode/issues/292575,,2026-02-03T15:26:39Z,jrieken,67,2026-02-03T15:27:20Z,,0,TypeError: Cannot read properties of undefined (reading 'bind'),2259,"* use todays insiders
* open vscode-copilot-chat repo
* press F5
* make a chat request
* 🐛 TypeError...",open,Issue,292575,2026-02-04T11:32:45.557975,0,1
https://github.com/microsoft/vscode/issues/292573,,2026-02-03T15:10:43Z,atcitadmin,68,2026-02-03T15:40:47Z,,0,Copy / Paste issue,2394,"
Type: <b>Bug</b>

Recently, when I copy and paste text from the editor to the terminal, the text co...",open,Issue,292573,2026-02-04T11:32:45.557982,1,1
https://github.com/microsoft/vscode/issues/292571,,2026-02-03T14:49:20Z,cwebster-99,69,2026-02-03T14:49:20Z,bug,1,Installing extension auto closes welcome page,245,"Steps to Reproduce:

1.  Have welcome page open
2. Navigate to extensions tab and install any extens...",open,Issue,292571,2026-02-04T11:32:45.557989,0,1
https://github.com/microsoft/vscode/issues/292567,,2026-02-03T14:34:42Z,sboult,70,2026-02-03T15:25:59Z,,0,Can't copy webview image to clipboard,1907,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: ht...",open,Issue,292567,2026-02-04T11:32:45.557996,1,1
https://github.com/microsoft/vscode/issues/292565,,2026-02-03T14:16:16Z,txf-,71,2026-02-03T14:43:26Z,info-needed,1,I don't need the +-,1186,"
Type: <b>Bug</b>

When asking about code it inserts patch +- but then copies it into the main sourc...",open,Issue,292565,2026-02-04T11:32:45.558004,2,1
https://github.com/microsoft/vscode/issues/292562,,2026-02-03T13:50:33Z,alefranz,72,2026-02-03T14:26:47Z,triage-needed,1,Window fully freeze after alt-tab requiring killing vscode,4621,"
Type: <b>Bug</b>

This happens only on a Surface Laptop 7 for Business with Intel.

When performing...",open,Issue,292562,2026-02-04T11:32:45.558011,0,1
https://github.com/microsoft/vscode/issues/292561,,2026-02-03T13:43:18Z,Jonathan2207,73,2026-02-03T13:44:15Z,,0,Endless Loading for a terminal action,2100,"
Type: <b>Bug</b>

Clicked allow for a terminal action. then clicked on ""Focus Terminal"". now it jus...",open,Issue,292561,2026-02-04T11:32:45.558017,0,1
https://github.com/microsoft/vscode/issues/292560,,2026-02-03T13:35:57Z,coder-free,74,2026-02-03T23:19:53Z,ai-translated,1,Agent do some task always discontinue,554,"- Copilot Chat Extension Version: 1.388.0
- VS Code Version: 1.108.2
- OS Version: Windows 11 25H2
-...",open,Issue,292560,2026-02-04T11:32:45.558025,1,1
https://github.com/microsoft/vscode/issues/292556,,2026-02-03T12:57:31Z,dbaeumer,75,2026-02-03T13:16:59Z,chat-agents-window,1,Agent session Window: bogus layout if chat viewlet is not docked to the right side bar,246,I moved by chat viewlet to the bottom pane close to the terminal. Now if I open the Agent session Wi...,open,Issue,292556,2026-02-04T11:32:45.558032,2,1
https://github.com/microsoft/vscode/issues/292554,,2026-02-03T12:41:00Z,BTSC10,76,2026-02-03T12:53:24Z,,0,Cannot disable AI inline suggestions,3055,"
Type: <b>Bug</b>

I have looked all over the place and still cant seem to turn off that grey text t...",open,Issue,292554,2026-02-04T11:32:48.518635,2,2
https://github.com/microsoft/vscode/issues/292553,,2026-02-03T12:22:36Z,A1-Mathematik,77,2026-02-03T22:46:21Z,triage-needed,1,‘code --diff file1 file2‘ is very slow/ not working for bigger files,1143,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: ht...",open,Issue,292553,2026-02-04T11:32:48.518657,0,2
https://github.com/microsoft/vscode/issues/292551,,2026-02-03T11:59:48Z,alpinedelight,78,2026-02-03T12:00:42Z,,0,All Models have vanished - all chats error out setting up,9633,"
Type: <b>Bug</b>

All models have gone, every chat is stuck loading until it errors out.
Uninstalle...",open,Issue,292551,2026-02-04T11:32:48.518664,0,2
https://github.com/microsoft/vscode/issues/292550,,2026-02-03T11:59:46Z,Tyriar,79,2026-02-03T11:59:46Z,"feature-request, upstream, upstream-issue-linked",5,Support text blink attribute in terminal,46,https://github.com/xtermjs/xterm.js/issues/944...,open,Issue,292550,2026-02-04T11:32:48.518672,0,2
https://github.com/microsoft/vscode/issues/292549,,2026-02-03T11:59:35Z,iwangbowen,80,2026-02-03T15:50:32Z,,0,Add Skills Marketplace to GitHub Copilot Extension for Enhanced Customization,453,"
Type: <b>Feature Request</b>

GitHub Copilot extension lacks a built-in marketplace for skills, unl...",open,Issue,292549,2026-02-04T11:32:48.518677,1,2
https://github.com/microsoft/vscode/issues/292548,,2026-02-03T11:48:47Z,gaoyangxiaozhu,81,2026-02-03T23:20:20Z,,0,GPT 5.2 failing to complete multi step tasks in Copilot Agent,1353,"<!-- Please search existing issues to avoid creating duplicates -->
<!-- Please attach logs to help ...",open,Issue,292548,2026-02-04T11:32:48.518682,0,2
https://github.com/microsoft/vscode/issues/292544,,2026-02-03T11:22:32Z,FernandoMiguel,82,2026-02-03T12:22:58Z,,0,scm only lists one repo,1572,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: ht...",open,Issue,292544,2026-02-04T11:32:48.518686,0,2
